image_name,comment_number,comment,,,,,,,
4469164358.jpg,2, A bearded man dressed as an old-time soldier ,,,,,,,
4469164358.jpg,3, A man dressed in civil war era clothing holds a musket .,,,,,,,
4469164358.jpg,4, A antiquated soldier stands in salute holding a rifle .,,,,,,,
4469625273.jpg,0, A young woman wearing a red and white scarf is using an easel to paint outdoors .,,,,,,,
4469625273.jpg,1, An artist wearing a red gingham scarf works on a painting of a tower .,,,,,,,
4469625273.jpg,2, A girl is painting a building on a piece of canvas .,,,,,,,
4469625273.jpg,3, A brunette woman wears a scarf and paints .,,,,,,,
4469625273.jpg,4, A woman painting a portrait outdoors .,,,,,,,
4469735380.jpg,0, Two people stand in front of a hot circular grill and a basket of eggs ,,,,,,,
4469735380.jpg,1, A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket .,,,,,,,
4469735380.jpg,2, A man in white apron and blue shirt is cooking eggs outside for a woman in a tan coat .,,,,,,,
4469735380.jpg,3, An Asian man is cooking eggs in a pan outside while a woman watches .,,,,,,,
4469735380.jpg,4, A man is cooking outdoors with a female watching .,,,,,,,
4469777013.jpg,0, A girl wearing a pink hat and pants with a gray sweatshirt and blue gloves is sitting on the ground holding a stick .,,,,,,,
4469777013.jpg,1, A girl holding a stick looks back at the camera while sitting among some trees and bushes .,,,,,,,
4469777013.jpg,2, A girl wearing pink pants and hat holds a stick and sits down in the woods .,,,,,,,
4469777013.jpg,3, A girl in a pink hat sits on the ground .,,,,,,,
4469777013.jpg,4, A girl in a pink hat sits outside .,,,,,,,
4469878736.jpg,0," A woman walks past a garage door that says "" no parking any time . """,,,,,,,
4469878736.jpg,1, A young woman in a denim skit waking in front of a garage .,,,,,,,
4469878736.jpg,2, Woman in a black dress walking passed a no parking zone .,,,,,,,
4469878736.jpg,3, A woman in a short dress standing by a No Parking sign .,,,,,,,
4469878736.jpg,4, A young woman walking by a rolling door .,,,,,,,
4470057820.jpg,0, A young kid is walking down a slanted ,,,,,,,
4470057820.jpg,1, Some people standing on a balcony watching a man slide down a slanted rail .,,,,,,,
4470057820.jpg,2, Passersby watch as a person on Roller-blades goes down a large incline .,,,,,,,
4470057820.jpg,3, A boy skateboarding down a steep incline .,,,,,,,
4470057820.jpg,4, People are watching a skateboarder .,,,,,,,
4470113445.jpg,0, A man on stage wearing a red shirt is zipping up his pants .,,,,,,,
4470113445.jpg,1, Man in red shirt and blue jeans is adjusting his fly .,,,,,,,
4470113445.jpg,2, A man with a red shirt zipping up his zipper .,,,,,,,
4470113445.jpg,3, Man with red shirt zipping up his pants .,,,,,,,
4470113445.jpg,4, A man zipping up his pants on stage .,,,,,,,
4470208353.jpg,0, A man in a white tunic is standing in the marketplace .,,,,,,,
4470208353.jpg,1, A man in a gray robe is walking in the shade .,,,,,,,
4470208353.jpg,2, A man is walking in the shade of a market .,,,,,,,
4470208353.jpg,3, Older man walking in crazy shadows .,,,,,,,
4470208353.jpg,4, A man walking in a white robe .,,,,,,,
4470667650.jpg,0, Some people are sitting along the wall ,,,,,,,
4470667650.jpg,1, Seven people by a building decorated with stone pillars by the street .,,,,,,,
4470667650.jpg,2, People are sitting along side a building that 's lined with columns .,,,,,,,
4470667650.jpg,3, People are seated among some pillars while another person walks by .,,,,,,,
4470667650.jpg,4, People sit in front of and walk by a building with large columns .,,,,,,,
4470861434.jpg,0, The man on the left has a mohawk , while the man on the right is wearing a black hat , sunglasses , shirt , vest , and shoes .,,
4470861434.jpg,1, Two large men are dressed in black t-shirts , and jewelry with hardware .,,,,,,
4470861434.jpg,2, Two men ,,,,,,,
4470861434.jpg,3, Two men in punk-style clothing stand in front of a wall .,,,,,,,
4470861434.jpg,4, Two men in black shirts pose for a picture .,,,,,,,
4470892454.jpg,0, A man wearing a red tee-shirt is playing a bowed instrument tucked under his neck .,,,,,,,
4470892454.jpg,1, Man holding a sword like a violin and stroking a violin bow across it .,,,,,,,
4470892454.jpg,2, A man dressed in jeans and a red shirt is playing an instrument .,,,,,,,
4470892454.jpg,3, An older man in a red shirt playing an instrument .,,,,,,,
4470892454.jpg,4, A man plays music with a sword and a bow .,,,,,,,
4470892676.jpg,0, An older man in a rust colored t-shirt attempts to play a black umbrella like a violin .,,,,,,,
4470892676.jpg,1, A man wearing a red t-shirt ,,,,,,,
4470892676.jpg,2, The man in the red shirt pretends to play the violin with an umbrella .,,,,,,,
4470892676.jpg,3, A man wearing a red shirt playing an umbrella as an instrument .,,,,,,,
4470892676.jpg,4, The man in the red shirt is playing the umbrella !,,,,,,,
4471009222.jpg,0, A woman walking in a large marble made hall with a jacket , and a bag , with a few people behind walking in different directions behind her .,,,,,
4471009222.jpg,1, A young woman in a black blazer ,,,,,,,
4471009222.jpg,2, A woman with a large purse and boots walking in a marble-looking hall .,,,,,,,
4471009222.jpg,3, A lady thinking that she should not have bought such a hideous purse .,,,,,,,
4471009222.jpg,4, A woman with black boots and a black coat is walking .,,,,,,,
447111935.jpg,0, The two greyhound dogs wearing sweaters are playing in the grass .,,,,,,,
447111935.jpg,1, Two dogs wearing shirts play in the green grass .,,,,,,,
447111935.jpg,2, Two dogs wearing sweaters play in the grass .,,,,,,,
447111935.jpg,3, Two dogs wearing sweaters play in a field .,,,,,,,
447111935.jpg,4, Two dogs play in the grass .,,,,,,,
4471427610.jpg,0, The subject of the photo is bicycling on the road apparently in competition .,,,,,,,
4471427610.jpg,1, A person is riding a bicycle and is in front of one person pictured .,,,,,,,
4471427610.jpg,2, Two bicycle riders are riding along a road .,,,,,,,
4471427610.jpg,3, Two cyclists are racing down a street .,,,,,,,
4471427610.jpg,4, Man riding a bike with teammate .,,,,,,,
4471667766.jpg,0, A couple of older people are sitting on a chair in an area surrounded by railing .,,,,,,,
4471667766.jpg,1, An elderly couple are sitting on a bench .,,,,,,,
4471667766.jpg,2, Two people are sitting on a bench .,,,,,,,
4471667766.jpg,3, Two old people sitting on a bench .,,,,,,,
4471667766.jpg,4, A man and woman sit on a bench .,,,,,,,
447239398.jpg,0, A group of people wearing jeans walk in front of a business .,,,,,,,
447239398.jpg,1, A group of people walk past buildings under construction .,,,,,,,
447239398.jpg,2, People wearing jeans are walking near some construction .,,,,,,,
447239398.jpg,3, People walking down the street facing away .,,,,,,,
447239398.jpg,4, Four people are walking through a city .,,,,,,,
4472409061.jpg,0, People are running in a race with other people watching on the sidelines .,,,,,,,
4472409061.jpg,1, People are running in some type of marathon while passing blue signs .,,,,,,,
4472409061.jpg,2, Various marathon runners during a race .,,,,,,,
4472409061.jpg,3, People are running in a marathon .,,,,,,,
4472409061.jpg,4, peoples running at the way,,,,,,,
4472750626.jpg,0, A blond woman with a gray dress is walking across a street .,,,,,,,
4472750626.jpg,1, A blond woman in a gray dress crossing the street .,,,,,,,
4472750626.jpg,2, A woman in a gray dress walks down the street .,,,,,,,
4472750626.jpg,3, A blond woman is walking on the street .,,,,,,,
4472750626.jpg,4, A woman in a gray dress is walking .,,,,,,,
4473229124.jpg,0, Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball .,,,,,,,
4473229124.jpg,1, Three girls walking down the street while the one in the middle bounces a black basketball .,,,,,,,
4473229124.jpg,2, Three teenage girls walking down the sidewalk together on a nice day,,,,,,,
4473229124.jpg,3, Three teenagers outside walking down the street .,,,,,,,
4473229124.jpg,4, African american woman bouncing black basketball,,,,,,,
4473275393.jpg,0, A monk riding in a tricycle observing the surrounding and a driver wearing a yellow shirt,,,,,,,
4473275393.jpg,1, A man in an orange wrap clothing is being driven by a man on a motorbike .,,,,,,,
4473275393.jpg,2, A man in a orange robe is sitting on the passenger seat of a motorcycle .,,,,,,,
4473275393.jpg,3, A man on a motorbike is driving a man in an orange robe around town .,,,,,,,
4473275393.jpg,4, A man being escorted in a cart attached to a motorcycle .,,,,,,,
4473464019.jpg,0, Two sets of couples are standing on a downward escalator as it moves them down to the next floor .,,,,,,,
4473464019.jpg,1, Four people going down from the electric stairs ,,,,,,,
4473464019.jpg,2, A man in a black coat is riding down the escalator .,,,,,,,
4473464019.jpg,3, A group of people are going down an escalator .,,,,,,,
4473464019.jpg,4, People going down an escalator .,,,,,,,
4473562541.jpg,0, Even though it 's rather cool for outdoor dining ,,,,,,,
4473562541.jpg,1, Several parties of people are seated in a dining room ,,,,,,,
4473562541.jpg,2, A woman in pink serves food two Asian people in an elderly home .,,,,,,,
4473562541.jpg,3, A group of people are having lunch in a crowded cafe .,,,,,,,
4473562541.jpg,4, Group having a meal in an outdoor setting .,,,,,,,
447357501.jpg,0, A small child wearing brown pants and a white jacket running towards a small flock of seagulls near a pond in a park like setting .,,,,,,,
447357501.jpg,1, A child in a white hoodie runs towards a flock of white birds .,,,,,,,
447357501.jpg,2, A young child is running at birds in front of a pond .,,,,,,,
447357501.jpg,3, Young boy charges a flock of birds near a pond .,,,,,,,
447357501.jpg,4, A child runs towards a flock of birds .,,,,,,,
4473826637.jpg,0, A man and a woman are walking on a street at the top of a hill .,,,,,,,
4473826637.jpg,1, A man and woman are walking down the street holding hands .,,,,,,,
4473826637.jpg,2, A couple holding hands walks down a street .,,,,,,,
4473826637.jpg,3, A couple walk through a white brick town .,,,,,,,
4473826637.jpg,4, Children going home from school .,,,,,,,
4474030521.jpg,0, A woman walks down the road in all black as she holds a red umbrella over her head in the rain .,,,,,,,
4474030521.jpg,1, A woman in black with a red umbrella walks towards a cathedral on a paved street .,,,,,,,
4474030521.jpg,2, A woman dressed in all black walks with a red umbrella on a rainy day .,,,,,,,
4474030521.jpg,3, People walking with their umbrellas out on a rainy day .,,,,,,,
4474030521.jpg,4, People walking with umbrellas .,,,,,,,
4474053436.jpg,0, A woman carts a child wearing a bright green cap down the street in a wooden wagon .,,,,,,,
4474053436.jpg,1, A child in a green hat is being pushed in a cart by an adult .,,,,,,,
4474053436.jpg,2, A woman is pushing a boy in a wagon near a sidewalk .,,,,,,,
4474053436.jpg,3, A woman is pushing a child in a card down the road .,,,,,,,
4474053436.jpg,4, The lady in purple is pushing the child in a wagon .,,,,,,,
4474230746.jpg,0, A man leans over near a wall with graffiti with a can of paint and a brush .,,,,,,,
4474230746.jpg,1, A man in blue jeans paints a mural onto a light blue background .,,,,,,,
4474230746.jpg,2, A man stand with a can of paint on the street .,,,,,,,
4474230746.jpg,3, Someone is painting a wall outside .,,,,,,,
4474230746.jpg,4, A man in jeans painting a wall .,,,,,,,
447430161.jpg,0, Many people in colorful clothing are enjoying a day outside in the sun .,,,,,,,
447430161.jpg,1, People gathered around at an outdoor event .,,,,,,,
447430161.jpg,2, There are many people collected in a field .,,,,,,,
447430161.jpg,3, People are gathered around for an occasion .,,,,,,,
447430161.jpg,4, People enjoying a Renaissance Fair .,,,,,,,
4474429098.jpg,0, Woman in front of Apple computer with headphones on ,,,,,,,
4474429098.jpg,1, A woman sitting at a table carefully looking at her apple laptop screen .,,,,,,,
4474429098.jpg,2, A girl is using an apple laptop with her headphones in her ears .,,,,,,,
4474429098.jpg,3, A woman wears earbuds while working on a laptop on a table .,,,,,,,
4474429098.jpg,4, Women with long curly hair working on a mac computer .,,,,,,,
4474749623.jpg,0, Two elderly women walking in the city ,,,,,,,
4474749623.jpg,1, Two pedestrians walk in the rain with their umbrellas ; one red ,,,,,,,
4474749623.jpg,2, Pair of women holding umbrellas walking down a street in wet weather .,,,,,,,
4474749623.jpg,3, Two women with umbrellas walk under the stop for pedestrians sign .,,,,,,,
4474749623.jpg,4, Two old women walk in the rain with black and red umbrellas .,,,,,,,
4474806698.jpg,0, Person in a blue anorak reading a large sign standing on a train platform .,,,,,,,
4474806698.jpg,1, A woman in a blue and black jacket looking at a sign by railroad tracks .,,,,,,,
4474806698.jpg,2, A woman wearing a white baseball cap purple coat holding a poster .,,,,,,,
4474806698.jpg,3, A woman reads a large annotated map while waiting for the subway .,,,,,,,
4474806698.jpg,4, A woman in a blue coat holding up a sign .,,,,,,,
447510779.jpg,0, A bicycle rider looks back at a Santa Cruz firetruck with it 's emergency lights flashing .,,,,,,,
447510779.jpg,1, A woman in Santa Cruz ,,,,,,,
447510779.jpg,2, A person is looking behind them at a red and white firetruck .,,,,,,,
